"Date,Open,High,Low,Close,Adj Close,Volume"
"2023-01-02,150.12374103444336,154.67294530821437,148.607339609853,151.64014245903368,148.607339609853,4521441"
"2023-01-03,149.85872969261115,154.39990331965998,148.34500515026156,151.37245423496077,148.34500515026156,3935840"
"2023-01-04,151.94982405342844,156.5543641762596,150.41497734581807,153.48467076103884,150.41497734581807,1351279"
"2023-01-05,156.73025625166827,161.47965795626428,155.14712235013624,158.31339015320026,155.14712235013624,4011062"
"2023-01-06,156.15300813946828,160.88491747702793,154.57570502694838,157.73031125198816,154.57570502694838,2870230"
"2023-01-09,155.57793734472304,160.29242029456313,154.00644302810966,157.1494316613364,154.00644302810966,4747389"
"2023-01-10,160.64732873136757,165.51542960201508,159.02462844115175,162.2700290215834,159.02462844115175,4793700"
"2023-01-11,163.27370284438086,168.2213908093621,161.62447352272045,164.92293216604128,161.62447352272045,1489570"
"2023-01-12,161.90392011958144,166.81009951714452,160.2685269870604,163.53931325210246,160.2685269870604,3050731"
"2023-01-13,163.82267599883738,168.78699951395367,162.16790149379864,165.47745050387616,162.16790149379864,4602279"
"2023-01-16,162.46813214400132,167.39140887563772,160.82703990012251,164.10922438788012,160.82703990012251,2321685"
"2023-01-17,161.11727541321642,165.9996170924048,159.4898281868203,162.74472263961255,159.4898281868203,3121690"
"2023-01-18,162.0580787275799,166.96892959811262,160.4211284374023,163.69502901775746,160.4211284374023,3991650"
"2023-01-19,156.01888639597388,160.74673143827613,154.44293804853982,157.59483474340797,154.44293804853982,3298816"
"2023-01-20,150.79251009530506,155.3619800981931,149.2693534276757,152.3156667629344,149.2693534276757,1491234"
"2023-01-23,149.24752764680971,153.77017999974333,147.7399768624985,150.75507843112092,147.7399768624985,2948260"
"2023-01-24,146.3735243617833,150.80908570607977,144.8950039136845,147.85204480988213,144.8950039136845,1139182"
"2023-01-25,147.43984767801024,151.90772185007117,145.95055628732328,148.92913906869722,145.95055628732328,2521101"
"2023-01-26,144.909708898032,149.30091219797237,143.44597446471852,146.37344333134544,143.44597446471852,2206914"
"2023-01-27,140.96148824220782,145.2330484919717,139.53763482561985,142.38534165879577,139.53763482561985,1184064"
"2023-01-30,145.23445036460086,149.63549431504333,143.76743571445337,146.70146501474835,143.76743571445337,1214020"
"2023-01-31,144.72387487683514,149.10944684279985,143.26201755484692,146.1857321988234,143.26201755484692,4136729"
"2023-02-01,145.06405762063025,149.45993815458874,143.59876410931074,146.52935113194974,143.59876410931074,3720246"
"2023-02-02,141.07552661865572,145.3505425767968,139.65052129927537,142.5005319380361,139.65052129927537,2972990"
"2023-02-03,139.6806205543846,143.9133666317902,138.2697051952494,141.0915359135198,138.2697051952494,1897421"
"2023-02-06,140.13017589822246,144.37654486483527,138.7147195760182,141.54563222042674,138.7147195760182,3712422"
"2023-02-07,137.04452742488243,141.19739189230313,135.66023926907553,138.42881558068933,135.66023926907553,2694490"
"2023-02-08,138.21131909988028,142.39954089078574,136.81524516957845,139.6073930301821,136.81524516957845,2167752"
"2023-02-09,136.68922910625813,140.83132695796292,135.30852982235655,138.06992839015973,135.30852982235655,4014862"
"2023-02-10,136.02849045947727,140.15056592794627,134.65446530332093,137.4025156156336,134.65446530332093,4363854"
"2023-02-13,134.5275341067157,138.60412604934348,133.16867012583978,135.88639808759163,133.16867012583978,3316121"
"2023-02-14,139.64570997365547,143.87739815467535,138.23514724664886,141.0562727006621,138.23514724664886,1122409"
"2023-02-15,139.7476590930051,143.98243664127799,138.33606657691413,141.15925160909606,138.33606657691413,4693435"
"2023-02-16,136.9311542257246,141.08058314165567,135.54801125374757,138.31429719770162,135.54801125374757,3016716"
"2023-02-17,139.3207258642861,143.54256604199173,137.91344580505086,140.7280059235213,137.91344580505086,3350770"
"2023-02-20,136.058270120535,140.18124800297545,134.68394415972153,137.4325960813485,134.68394415972153,1769598"
"2023-02-21,136.7626807792056,140.90700443918152,135.38123955921364,138.14412199919758,135.38123955921364,2098591"
"2023-02-22,131.5392486682905,135.52528650672355,130.21056938881281,132.86792794776818,130.21056938881281,3869990"
"2023-02-23,128.17661601768268,132.0607558970064,126.88190272457479,129.4713293107906,126.88190272457479,4267824"
"2023-02-24,128.80945277447563,132.7127695252173,127.50834719089505,130.11055835805618,127.50834719089505,4777075"
"2023-02-27,130.84069174847903,134.80556119540265,129.5190685995045,132.16231489745357,129.5190685995045,4331068"
"2023-02-28,131.4199713293204,135.40239470293616,130.09249687144845,132.7474457871923,130.09249687144845,4256415"
